"SITECODE","ORG_NAME","ORG_EMAIL","MANAG_CONSERV_MEASURES","MANAG_PLAN","MANAG_PLAN_URL","MANAG_STATUS","ORG_LOCATORNAME","ORG_DESIGNATOR","ORG_ADMINUNIT","ORG_POSTCODE","ORG_POSTNAME","ORG_ADRESS","ORG_ADDRESS_UNSTRUCTURED"
"IT1110029","","","Misure di conservazione per la tutela della Rete Natura 2000 del Piemonte - approvate con D.G.R. n. 54-7409 del 7/4/2014, e successive modifiche - Misure di conservazione sito-specifiche approvate con D.G.R. n. 19-3112 del 4/4/2016","","","P","","","","","","",""
"IT1110031","","","Misure di conservazione per la tutela della Rete Natura 2000 del Piemonte - approvate con D.G.R. n. 54-7409 del 7/4/2014, e successive modifiche - Misure di conservazione sito-specifiche approvate con D.G.R. n. 26-3013 del 7/3/2016","","","P","","","","","","",""
"IT1110034","","","","","","N","","","","","","",""
"IT1110053","","","Misure di conservazione per la tutela della Rete Natura 2000 del Piemonte - approvate con D.G.R. n. 54-7409 del 7/4/2014, e successive modifiche - Misure di conservazione sito-specifiche approvate con D.G.R. n. 19-3112 del 4/4/2016","","","N","","","","","","",""
"IT1110055","","","Misure di conservazione per la tutela della Rete Natura 2000 del Piemonte - approvate con D.G.R. n. 54-7409 del 7/4/2014, e successive modifiche - Misure di conservazione sito-specifiche approvate con D.G.R. n. 19-3112 del 4/4/2016","","","N","","","","","","",""
"IT1110058","","","Misure di conservazione per la tutela della Rete Natura 2000 del Piemonte - approvate con D.G.R. n. 54-7409 del 7/4/2014, e successive modifiche - Misure di conservazione sito-specifiche approvate con D.G.R. n. 26-3013 del 7/3/2016","","","P","","","","","","",""
"IT1110063","","","","","","N","","","","","","",""
"IT1110080","","","","","","N","","","","","","",""
"IT1120002","Ente di Gestione delle aree protette del Po vercellese alessandrino e del Bosco delle Sorti della Partecipanza di  Trino","uffici.amministrativi@parcodelpo-vcal.it","","","","N","","","","","","","Piazza Giovanni XXIII, 61 - 15048 Valenza  AL "
"IT1120003","Ente di gestione delle Aree protette della Valsesia","info@areeprotettevallesesia.it","","","","N","","","","","","","Corso Roma, 35 - 13019 Varallo VC"
"IT1120006","Ente di gestione delle Aree protette della Valsesia","info@areeprotettevallesesia.it","","","","N","","","","","","","Corso Roma, 35 - 13019 Varallo VC"
"IT1120007","Ente di Gestione delle aree protette del Po vercellese alessandrino e del Bosco delle Sorti della Partecipanza di Trino ","uffici.amministrativi@parcodelpo-vcal.it","","Piano Naturalistico dell’Area Protetta","http://gis.csi.it/parchi/piani.htm","Y","","","","","","","Piazza Giovanni XXIII, 61 - 5048 Valenza  AL"
"IT1130003","Ente di gestione delle Riserve pedemontane e delle terre d'acqua","infoparc@lamedelsesia.vc.it","","","","N","","","","","","","Via XX Settembe, 12 - 13030 Albano Vercellese VC"
"IT1140006","","","","","","P","","","","","","",""
"IT1140018","","","Il sito non è dotato di specifico piano di gestione naturalistica.","","","P","","","","","","",""
"IT1140019","","","","","","P","","","","","","",""
"IT1140021","","","Il sito non è dotato di specifico piano di gestione naturalistica.","","","P","","","","","","",""
"IT1150001","Ente di gestione delle Aree protette del Ticino e del Lago Maggiore","info@parcoticinolagomaggiore.it","","","","P","","","","","","","Villa Picchetta - 28062 Cameri NO"
"IT1150010","","","","","","P","","","","","","",""
"IT1160007","Ente di gestione del Parco naturale del Marguareis","parcopesio@ruparpiemonte.it","","","","P","","","","","","","Via S. Anna, 34 - 12013 Chiusa Pesio  CN  "
"ITA010021","","","","Piano di gestione approvato con prescrizione Saline di Trapani e Marsala decreto n. 1251 del 04/12/2009","","Y","","","","","","",""
"IT1160012","","","","","","N","","","","","","",""
"IT1160035","","","","","","N","","","","","","",""
"ITA010028","","","","Piano di gestione approvato con prescrizione Saline di Trapani e Marsala decreto n. 1251 del 04/12/2009","","Y","","","","","","",""
"IT1160040","","","","","","N","","","","","","",""
"IT1160056","Ente di gestione del Parco naturale delle Alpi Marittime","info@parcoalpimarittime.it","","","","P","","","","","","","Piazza Regina Elena, 30 - 12010 Valdieri  CN"
"ITA020012","","","","Piano di gestione approvato con prescrizione Monti di Palermo e Valle del Fiume Oreto decreto n. 602 del 26/06/2009","","Y","","","","","","",""
"ITA020022","","","","Piano di gestione Monti Sicani decreto n. 346 del 24/06/2010","","Y","","","","","","",""
"ITA020029","","","","Piano di gestione Monti Sicani decreto n. 346 del 24/06/2010","","Y","","","","","","",""
"ITA020044","","","","Piano di gestione approvato con prescrizione Monti di Palermo e Valle del Fiume Oreto decreto n. 602 del 26/06/2009","","Y","","","","","","",""
"ITA030024","","","","Piano di gestione Isole Eolie decreto n. 120 del 08/03/2013","","Y","","","","","","",""
"ITA030025","","","","Piano di gestione Isole Eolie decreto n. 120 del 08/03/2013","","Y","","","","","","",""
"ITA030041","","","","","","N","","","","","","",""
"ITA040011","","","","Piano di gestione Monti Sicani decreto n. 346 del 24/06/2010","","Y","","","","","","",""
"IT1180002","Ente di gestione Ente di Gestione delle aree protette del Po vercellese alessandrino e del Bosco delle Sorti della Partecipanza di Trino","uffici.amministrativi@parcodelpo-vcal.it","","","","P","","","","","","","Piazza Giovanni XXIII, 61 - 5048 Valenza  AL"
"IT1180004","Provincia di Alessandria - Servizio Valorizzazione ed Educazione Ambientale ","biodiversita@cert.provincia.alessandria.it","","","","P","","","","","","","Via Galimberti, 2/A - 15121 Alessandria"
"ITA040014","Area Marina Protetta Isole Pelagie Ente Gestore Comune di Lampedusa e Linosa Capitaneria di Porto competente","","","","","N","","","","","","",""
"IT1180011","","","","","","P","","","","","","",""
"ITA050011","","","","Piano di gestione Biviere e Macconi di Gela","","Y","","","","","","",""
"ITA060003","","","","Piano di gestione Invasi artificiali (Pozzillo) decreto n. 628 del 24/8/2011","","Y","","","","","","",""
"IT1180028","Ente di Gestione delle aree protette del Po vercellese alessandrino e del Bosco delle Sorti della Partecipanza di Trino","uffici.amministrativi@parcodelpo-vcal.it","","","","P","","","","","","","Piazza Giovanni XXIII, 61 - 5048 Valenza  AL"
"IT1180032","","","","","","N","","","","","","",""
"ITA060006","","","","Piano di gestione Monte Sambughetti, M. Campanito decreto n. 348 del 24/06/2010","","Y","","","","","","",""
"ITA060010","","","","Piano di gestione Vallone Rossomanno e boschi di Piazza Armerina decreto n. 899 del 24/11/2010","","Y","","","","","","",""
"ITA070001","Provincia Regionale di Catania","","","Piano di gestione Fiume Simeto decreto n. 418 del 17/06/2011","","Y","","","","","","",""
"ITA070013","","","","Piano di gestione approvato con prescrizione Monte Etna decreto n. 670 del 30/06/2009","","Y","","","","","","",""
"ITA070016","Parco Regionale dell'Etna","","","Piano di gestione approvato con prescrizione Monte Etna decreto n. 670 del 30/06/2009","","Y","","","","","","",""
"ITA080001","","","","Piano di gestione Residui dunali della Sicilia sud orientale decreto n. 332 del 24/5/2011 ","","Y","","","","","","",""
"ITA080002","","","","Piano di gestione approvato con prescrizione Monti Iblei decreto n. 666 del 30/06/2009","","Y","","","","","","",""
"ITA080005","","","","Piano di gestione approvato con prescrizione Pantani della Sicilia sud-orientale decreto n. 673 del 30/06/2009","","Y","","","","","","",""
"ITA080011","","","","","","N","","","","","","",""
"ITA090012","","","","Piano di gestione approvato con prescrizione Monti Iblei decreto n. 666 del 30/06/2009","","Y","","","","","","",""
"IT1203060","Trasferimento da scheda cartacea dei dati  relativi a amministrazione(ente di gestione, piano di gestione, direttore) e a caratterizzazione fisica (altitudine).","","Assessorato Agricoltura e Risorse Naturali","Assessorato Agricoltura e Risorse Naturali","","Y","","","","","","",""
"ITA090017","","","","Piano di gestione approvato con prescrizione Monti Iblei decreto n. 666 del 30/06/2009","","Y","","","","","","",""
"ITA090020","","","","Piano di gestione approvato con prescrizione Monti Iblei decreto n. 666 del 30/06/2009","","Y","","","","","","",""
"IT1205020","","","","","","N","","","","","","",""
"ITB010001","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB010001 ""Isola del'Asinara"", approvato con Decreto Regionale n. 63 del 30/07/2008.","Piano di Gestione del SIC ITB010001 ""Isola del'Asinara"", approvato con Decreto Regionale n. 63 del 30/07/2008.","","Y","","","","","","",""
"IT1205061","","","","","","N","","","","","","",""
"IT1205081","","","","","","N","","","","","","",""
"IT1205082","","","","","","N","","","","","","",""
"ITB011102","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di gestione del SIC ITB011102 ""Catena del Marghine e del Goceano"""" approvato con Decreto Regionale n. 22 del 28/02/2008. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","Piano di gestione del SIC ITB011102 ""Catena del Marghine e del Goceano"""" approvato con Decreto Regionale n. 22 del 28/02/2008. Decreto pubblicato su BURAS n. 21 del 28/06/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=4ee5f3e3-8c20-45e9-9c8e-19b6571c32d8","Y","","","","","","",""
"ITB011113","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB020040","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB020040 ""Valle del Temo"", approvato con Decreto Regionale n.  11 del 13/02/2009.","Piano di Gestione del SIC ITB020040 ""Valle del Temo"", approvato con Decreto Regionale n.  11 del 13/02/2009.","","Y","","","","","","",""
"ITB020041","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB020041 ""Entroterra e zona costiera tra Bosa, Capo Marargiu e Porto Tangone"" approvato con Decreto Regionale n. 93 del 06/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","Piano di Gestione del SIC ITB020041 ""Entroterra e zona costiera tra Bosa, Capo Marargiu e Porto Tangone"" approvato con Decreto Regionale n. 93 del 06/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f117f059-91f6-4511-9d73-7aec4142748b","Y","","","","","","",""
"ITB021156","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB021156 ""Monte Gonare"" approvato con Decreto Regionale n. 95 del 26/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","Piano di Gestione del SIC ITB021156 ""Monte Gonare"" approvato con Decreto Regionale n. 95 del 26/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f117f059-91f6-4511-9d73-7aec4142748b","Y","","","","","","",""
"ITB032219","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB032219 ""Sassu Cirras"" approvato con Decreto Regionale n. 68 del 30/07/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","Piano di Gestione del SIC ITB032219 ""Sassu Cirras"" approvato con Decreto Regionale n. 68 del 30/07/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f117f059-91f6-4511-9d73-7aec4142748b","Y","","","","","","",""
"ITB032240","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB033036","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB034008","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"ITB040029","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB040029 ""Costa di Nebida"" approvato con Decreto Regionale n. 99  del 26/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","Piano di Gestione del SIC ITB040029 ""Costa di Nebida"" approvato con Decreto Regionale n. 99  del 26/11/2008. Decreto pubblicato su supplemento straordinario al BURAS n. 1 del 10/01/2009.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f117f059-91f6-4511-9d73-7aec4142748b","Y","","","","","","",""
"ITB041106","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB041106 ""Monte dei Sette Fratelli e Sarrabus"" approvato con Decreto Regionale n. 21 del 20/05/2009.","Piano di Gestione del SIC ITB041106 ""Monte dei Sette Fratelli e Sarrabus"" approvato con Decreto Regionale n. 21 del 20/05/2009.","","Y","","","","","","",""
"ITB042225","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","Piano di Gestione del SIC ITB042225 ""Is Pruinis"" approvato con Decreto Regionale n. 67 del 30/07/2008,. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","Piano di Gestione del SIC ITB042225 ""Is Pruinis"" approvato con Decreto Regionale n. 67 del 30/07/2008,. Decreto pubblicato su BURAS n. 30 del 25/09/2008.","http://buras.regione.sardegna.it/custom/frontend/viewPart.xhtml?partId=f1566057-71c1-4f28-a170-4abe3c32e673","Y","","","","","","",""
"ITB043025","Regione Autonoma della Sardegna","difesa.ambiente@regione.sardegna.it","","","","N","","","","","","",""
"IT1313776","ENTE PARCO ALPI LIGURI ","infoparcopigna@libero.it","","","","N","","","","","","","Viale Umberto I, 1 - 18037 PIGNA (IM)"
"IT1314611","ENTE PARCO ALPI LIGURI ","infoparcopigna@libero.it","DGR 1145 del 28/09/2012 ""Adozione misure di conservazione SIC liguri regione biogeografica alpina e individuazione SIC della regione biogeografia alpina che necessitano del Piano di Gestione, ai sensi della l.r. n. 28/2009, art. 4. Sostituzione d.G.R. n.2040/2009.""","","","P","","","","","","","Viale Umberto I, 1 - 18037 PIGNA (IM)"
"IT1314677","ENTE PARCO ALPI LIGURI ","infoparcopigna@libero.it","","","","N","","","","","","","Viale Umberto I, 1 - 18037 PIGNA (IM)"
"IT1314679","ENTE PARCO ALPI LIGURI ","infoparcopigna@libero.it","","","","N","","","","","","","Viale Umberto I, 1 - 18037 PIGNA (IM)"
"IT1315407","ENTE PARCO ALPI LIGURI ","infoparcopigna@libero.it","","","","P","","","","","","","Viale Umberto I, 1 - 18037 PIGNA (IM)"
"IT1315504","ENTE PARCO ALPI LIGURI ","infoparcopigna@libero.it","","","","P","","","","","","","Viale Umberto I, 1 - 18037 PIGNA (IM)"
"IT1315715","PROVINCIA DI IMPERIA - Settore Parchi ","","","","","N","","","","","","","Viale Matteotti, 147 - 18100 IMPERIA"
"IT1315719","PROVINCIA DI IMPERIA - Settore Parchi ","","","","","N","","","","","","","Viale Matteotti, 147 - 18100 IMPERIA"
"IT1322122","PROVINCIA DI SAVONA - Ufficio Parchi e Aree Protette ","","DGR 1145 del 28/09/2012 ""Adozione misure di conservazione SIC liguri regione biogeografica alpina e individuazione SIC della regione biogeografia alpina che necessitano del Piano di Gestione, ai sensi della l.r. n. 28/2009, art. 4. Sostituzione d.G.R. n.2040/2009.""","","","N","","","","","","","Via Amendola, 10 - 17100 SAVONA"
"IT1322216","PROVINCIA DI SAVONA - Ufficio Parchi e Aree Protette ","","DGR 1145 del 28/09/2012 ""Adozione misure di conservazione SIC liguri regione biogeografica alpina e individuazione SIC della regione biogeografia alpina che necessitano del Piano di Gestione, ai sensi della l.r. n. 28/2009, art. 4. Sostituzione d.G.R. n.2040/2009.""","","","N","","","","","","","Via Amendola, 10 - 17100 SAVONA"
"IT1322217","COMUNE MILLESIMO ","ufficiotecnico@comune.millesimo.sv.it","DGR 1145 del 28/09/2012 ""Adozione misure di conservazione SIC liguri regione biogeografica alpina e individuazione SIC della regione biogeografia alpina che necessitano del Piano di Gestione, ai sensi della l.r. n. 28/2009, art. 4. Sostituzione d.G.R. n.2040/2009.""","","","P","","","","","","","Via Partigiani, 85 - 17017 MILLESIMO (SV)"
